Headlines,Time,Description
"Fresh off a key acquisition, Axon CEO touts benefits of body camera tech for police"," 7:15  PM ET Fri,  4 May 2018","Jim Cramer sits down with Axon Enterprise co-founder and CEO Rick Smith, who talks about his company's latest acquisition."
Cramer's game plan: This China-led strength could continue thanks to earnings," 7:06  PM ET Fri,  4 May 2018",Jim Cramer goes over key stocks and events he's watching next week as the market turns positive on trade news.
"Cramer Remix: Elon Musk’s conference call was his best, ever"," 7:00  PM ET Thu,  3 May 2018",Jim Cramer explains why the visionary CEO should be admired for telling the truth.
Cramer thanks Tesla CEO Elon Musk 'for telling the truth' after boorish conference call," 7:17  PM ET Thu,  3 May 2018","Jim Cramer says Tesla's post-earnings analyst call was CEO Elon Musk's ""best conference call ever."""
Cramer's lightning round: Don't buy Monster Beverage—it's running out of steam," 7:04  PM ET Thu,  3 May 2018","Jim Cramer zips through his take on callers' favorite stocks, including a beverage maker under pressure."
,,
Market volatility is not over: Wall Street strategist," 6:39  PM ET Thu,  3 May 2018","Investors should expect more volatility this year, says Wall Street veteran Nicholas Colas. "
Cramer: Buy MGM Resorts despite the casino stock's 'hideous pullback'," 7:17  PM ET Thu,  3 May 2018",Jim Cramer details the difference between a broken stock and a broken company using hotel operator MGM Resorts as an example.
"Cramer on trade: China could wait out Trump's presidency to make a deal, and that's bad for stocks","12:38  PM ET Fri,  4 May 2018",Jim Cramer reveals the market's new thesis on China and predicts what could happen if it comes true.
A big trade deal 'unlikely to happen' with Trump's team in China: Former government official," 4:42  PM ET Thu,  3 May 2018","Former Department of Commerce official says a big trade deal ""is unlikely to happen,"" as Trump administration officials visit to China this week.    "
RBC market analyst: Tech is an area of risk in the stock market," 1:48  PM ET Thu,  3 May 2018","""I do think you've got to see some other major sectors take over the leadership,"" says RBC's head of U.S. equity strategy, Lori Calvasina."
Cramer Remix: Apple could have just signaled that Trump will make a trade deal with China," 7:03  PM ET Wed,  2 May 2018",Jim Cramer is rethinking trade and China after speaking with Apple CEO Tim Cook.
Cramer's lightning round: Danaher is one of my favorite charitable trust holdings," 7:03  PM ET Wed,  2 May 2018","Jim Cramer flies through his take on callers' favorite stocks, including one owned by his charitable trust."
Cramer: You'll miss out if you ignore these giant stock buybacks," 7:28  PM ET Wed,  2 May 2018","Jim Cramer highlights large share repurchase programs at Apple, Boeing and others in a market that's grown sour on buybacks."
Cramer applauds Apple's emerging razor-razorblade model: This could be 'huge'," 7:25  AM ET Thu,  3 May 2018",Jim Cramer doubles down on his praise of Apple after the company's second-quarter earnings report.
Cramer pinpoints the 4 things that saved Facebook from its Cambridge Analytica scandal," 7:28  PM ET Wed,  2 May 2018","Jim Cramer says earnings, Snap and Facebook's management rescued the social media giant from its data-mining rut."
Cramer Remix: Great expectations are the bane of this market," 7:02  PM ET Tue,  1 May 2018",Jim Cramer gets to the bottom of the market action and explains how stocks are becoming victim to high expectations.
Cramer's lightning round: Get out of Hi-Crush before you get crushed,"11:45  AM ET Wed,  2 May 2018","Jim Cramer rattles off his take on callers' favorite stocks, including an oil play that could slide."
Cramer's charts signal strength ahead for energy and industrial stocks like General Electric," 7:18  PM ET Tue,  1 May 2018",Jim Cramer and technician Marc Chaikin review the charts to find that industrial and energy stocks could be the next to rebound.
"Cramer: The selling has gone too far, especially after Trump's tax cuts"," 7:17  PM ET Tue,  1 May 2018",Jim Cramer sees too many positive data points to make sense of the widespread weakness in the stock market.
,,
Cramer reflects on Apple earnings after speaking with CEO Tim Cook," 7:16  PM ET Tue,  1 May 2018",Jim Cramer shares his take on Apple's earnings beat after hearing from Apple CEO Tim Cook.
Cramer Remix: The world has turned on this sector," 7:01  PM ET Mon, 30 April 2018",Jim Cramer argues that investors have left the industrial sector behind.
Cramer's lightning round: Corning's stock is an unnecessary victim of T-Mobile-Sprint merger," 7:02  PM ET Mon, 30 April 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play."
Cramer: T-Mobile's John Legere could be the ticket to Sprint merger approval," 6:59  PM ET Mon, 30 April 2018",Jim Cramer explains why the T-Mobile-Sprint merger winning regulatory approval isn't as ridiculous as some might think.
Allergan CEO says Botox maker's new depression drug could be an 'absolute game-changer',"10:36  PM ET Mon, 30 April 2018",Jim Cramer sits down with Allergan Chairman and CEO Brent Saunders after earnings to hear about the pharmaceutical giant's latest ventures.
"Cramer: Mergers, value and earnings surprises are sending stocks higher—but they may not be enough"," 7:02  PM ET Mon, 30 April 2018",Jim Cramer spots opportunities in the increasingly fickle stock market and wonders if former leadership sectors can recover.
,,
Cramer Remix: Microsoft and Intel could rule the world again," 6:59  PM ET Fri, 27 April 2018",Jim Cramer says tech earnings put him into a time machine going back to the 1990s when “Wintel” reigned supreme.
Cramer: Apple has the most to lose from a trade war," 7:11  PM ET Fri, 27 April 2018",Jim Cramer compares the impact of tariffs on Apple and Walmart to see which company would take a harder hit from increased U.S.-China tensions.
Cramer's game plan: This market lacks clarity. Here's how to manage," 7:11  PM ET Fri, 27 April 2018",Jim Cramer reviews his game plan for the week ahead and highlights the most important stocks and events to watch.
Cramer Remix: Why Whirlpool’s stock is not worth the risk," 7:24  PM ET Thu, 26 April 2018",Jim Cramer issues a new call on Whirlpool after first quarter earnings and the president’s tariffs.
Cramer: Advanced Micro Devices is a good buy for long-term investors," 7:35  PM ET Thu, 26 April 2018",Jim Cramer says Advanced Micro Devices is back from near-death. Here's why you should buy. 
Cramer's lightning round: Now is the time to buy Walgreens' stock," 6:59  PM ET Thu, 26 April 2018","Jim Cramer flies through his take on callers' favorite stocks in the lightning round, including a downtrodden pharmaceutical play."
Cramer: Domino's Pizza might have the best earnings report this season," 7:07  PM ET Thu, 26 April 2018","Jim Cramer says Domino's Pizza might have the best earnings report this season. The ""Mad Money"" host talks to outgoing CEO Patrick Doyle and his successor Ritch Allison. "
Cramer: Big tech is behind the market rally," 5:31  AM ET Fri, 27 April 2018",Jim Cramer says top technology companies like Facebook and Amazon are behind today's market rally. 
When 10Y/2Y spread get under 40 basis points," 1:25  PM ET Thu, 26 April 2018","What happens when the 10 year and two year get to under 40 basis points. Your data partners at Kensho show that stocks pop a month later. 4% for the Nasdaq, close to 3% for the S&P and 2.75% for the Dow. "
Market by midterms when President's approval below 50%," 9:45  AM ET Thu, 26 April 2018",Kensho stat of the day. Stocks tend to perform well from May through election day in midterms years when the sitting president has an approval rating below 50%. 
Cramer Remix: These tech titans aren’t breaking the bank - let them spend,"11:20  AM ET Thu, 26 April 2018",Jim Cramer breaks down why you should embrace the big spending by tech companies.
Cramer's lightning round: Teva Pharmaceuticals is 'not good enough' for your portfolio,"11:10  AM ET Thu, 26 April 2018",Jim Cramer helps callers quell their fears on a few key stocks with first-quarter earnings season in full swing.
"Bill Ackman's bet against Herbalife was 'dangerous,' CNBC's Scott Wapner says"," 7:17  PM ET Wed, 25 April 2018",Jim Cramer and Scott Wapner discuss Wapner's new book about the epic battle between investing legends Carl Icahn and Bill Ackman.
Cramer’s strategy for dealing with market volatility,"10:56  AM ET Thu, 26 April 2018",Jim Cramer fields calls from some of America's investors and has a few strategies to consider before making a move.  
,,
Cramer: Don't panic over the rising 10-year Treasury yield," 7:16  PM ET Wed, 25 April 2018",Jim Cramer says investors don't need to panic over the rising 10-year yield. 
Cramer: Reevaluate your portfolio during market volatility. Don't buy more!," 4:58  AM ET Thu, 26 April 2018","Jim Cramer tells investors that market swings could be a chance to reevaluate their portfolios, but not necessarily run out and buy more. "
Cramer Remix: Navigating buying opportunities in tech amid a sell-off," 7:23  PM ET Tue, 24 April 2018",Jim Cramer explains why buying shares of Alphabet in the midst of a sell-off could be a good opportunity for investors.
Cramer's lightning round: Wait for Take Two's earnings before buying," 7:21  PM ET Tue, 24 April 2018",Jim Cramer's suggestions for stock picks during the lightning round. 
Cramer says Alphabet's recent declines are a buying opportunity," 7:29  PM ET Tue, 24 April 2018",CNBC's Jim Cramer says Alphabet's recent stock declines are a buying opportunity.
Cramer's charts could signal trouble in the market," 7:29  PM ET Tue, 24 April 2018",Jim Cramer's charts could signal trouble in the market. But it might also be nothing. 
,,
Cramer: Be careful what you say – even red-hot earnings can’t hold up in this sell-off," 7:28  PM ET Tue, 24 April 2018",CNBC's Jim Cramer says CEOs need to be careful. Even the red-hot earnings can't hold up if they say the wrong thing.  
Cramer Remix: How you should focus on Hasbro," 7:00  PM ET Mon, 23 April 2018",Jim Cramer reveals the best move for Hasbro now that it’s put Toys R Us in the rearview mirror.
Cramer's lightning round: Ingersoll-Rand is the right stock for this economic phase," 7:03  PM ET Mon, 23 April 2018","Jim Cramer shares his take on callers' favorite stocks at lightning speed, including an industrial play."
Cramer: Vaping is decimating the cigarette industry—and it could get even worse," 7:21  PM ET Mon, 23 April 2018",Jim Cramer addresses the recent pain in cigarette manufacturers' stocks and shares his outlook on the tobacco business.
"Cramer walks back negative Newell call after proxy fight ends, gives blessing to buy"," 7:20  PM ET Mon, 23 April 2018",Jim Cramer reviews the prospects at Newell Brands after a proxy fight with Carl Icahn and Starboard Value ends peacefully.
Cramer argues the trade war is more worrisome than 10-year Treasury yields approaching 3%," 7:19  PM ET Mon, 23 April 2018",Jim Cramer says investors should take advantage of 10-year Treasury yields hitting 3 percent and worry more about U.S.-China trade relations.
Cramer Remix: The most eagerly anticipated report of the year," 7:02  PM ET Fri, 20 April 2018",Jim Cramer reveals the one report that Wall Street’s watching.
